ID,NVictimas,Anio,Mes,Hora,TipoCalle,Calle,Comuna,pos x,pos y,Victima,Acusado
2018-0059,1,2018,6,6,avenida,"garay, juan de av.",5,-58.41178165,-34.63035454,moto,emergencias
2018-0060,1,2018,6,12,avenida,lavalle,1,-58.37048800,-34.60189492,peaton,autobus
2018-0061,1,2018,6,11,calle,estados unidos,3,-58.39883882,-34.61964833,moto,moto
2018-0062,1,2018,6,1,calle,rosario,6,-58.44110156,-34.62082399,peaton,de_carga
2018-0063,1,2018,6,21,avenida,"alem, leandro n. av.",1,-58.37093138,-34.59952725,peaton,autobus
2018-0064,1,2018,6,1,avenida,varela av.,7,-58.45855262,-34.63953253,auto,de_carga
2018-0065,1,2018,6,17,calle,"pellegrini, carlos",1,-58.38161909,-34.59283447,moto,de_carga
2018-0066,1,2018,6,11,avenida,corrientes av.,15,-58.45511899,-34.58698157,peaton,autobus
2018-0067,1,2018,6,16,avenida,"montes de oca, manuel av.",4,-58.37724226,-34.62973033,autobus,auto
2018-0068,1,2018,7,9,avenida,carabobo av.,7,-58.45546217,-34.62930339,moto,auto
2018-0069,1,2018,7,21,avenida,cordoba av.,2,-58.39897064,-34.59954925,bicicleta,autobus
2018-0070,1,2018,7,15,calle,estados unidos,3,-58.40917826,-34.62126274,moto,autobus
2018-0071,1,2018,7,17,avenida,moreno,1,-58.36726348,-34.61099738,moto,de_carga
2018-0072,1,2018,7,13,autopista,autopista dellepiane luis tte. gral.,8,-58.48267426,-34.68454456,moto,de_carga
2018-0073,1,2018,7,15,avenida,"iriarte, gral. av.",4,-58.39546165,-34.65168841,peaton,de_carga
2018-0074,1,2018,7,6,avenida,"alberdi, juan bautista av.",7,-58.46941984,-34.63376545,auto,de_carga
2018-0075,1,2018,7,7,avenida,del libertador av.,14,-58.40367321,-34.58129246,peaton,auto
2018-0076,1,2018,7,9,calle,"chavez, jorge",9,-58.52932872,-34.65014993,auto,de_carga
2018-0077,1,2018,7,23,calle,"urquiza, gral.",3,-58.40917826,-34.62126274,auto,de_carga
2018-0078,1,2018,7,6,calle,paraguay,2,-58.41264127,-34.59473294,peaton,auto
2018-0079,1,2018,7,7,gral paz,de los corrales av.,9,-58.50877521,-34.66977709,peaton,de_carga
2018-0080,1,2018,7,22,avenida,"alberdi, juan bautista av.",9,-58.51232237,-34.65903530,peaton,auto
2018-0081,1,2018,7,6,avenida,castañares av.,7,-58.44744156,-34.64567171,peaton,multiple
2018-0082,1,2018,8,15,avenida,larrazabal,9,-58.49441273,-34.65869968,moto,de_carga
2018-0083,1,2018,8,5,gral paz,"paz, gral. av.",8,-58.47976785,-34.69153196,moto,de_carga
2018-0084,1,2018,8,7,avenida,"moreau de justo, alicia av.",1,-58.36523349,-34.62260331,peaton,de_carga
2018-0085,2,2018,8,18,avenida,entre rios av.,3,-58.39118948,-34.62704273,moto,autobus
2018-0086,1,2018,8,21,avenida,directorio av.,9,-58.49019551,-34.65015854,peaton,autobus
2018-0087,1,2018,8,19,avenida,pavon av.,5,-58.41644362,-34.63023775,peaton,autobus
2018-0088,1,2018,8,16,gral paz,"paz, gral. av.",12,-58.50073810,-34.54979510,moto,de_carga
2018-0089,1,2018,8,17,avenida,pichincha av.,4,-58.39626094,-34.63036565,peaton,autobus
2018-0090,1,2018,8,10,avenida,27 de febrero av.,8,-58.43284809,-34.67051543,moto,auto
2018-0091,1,2018,8,18,autopista,autopista perito moreno,9,-58.52280139,-34.63659934,auto,auto
2018-0092,1,2018,8,8,avenida,cordoba av.,14,-58.42336930,-34.59774487,moto,auto
2018-0093,1,2018,8,8,calle,15 de noviembre de 1889,1,-58.38691681,-34.63105973,peaton,autobus
2018-0094,1,2018,8,5,calle,"salguero, jeronimo",14,-58.41169020,-34.58579880,moto,autobus
2018-0095,1,2018,8,0,avenida,lacarra av.,9,-58.46739825,-34.65117757,auto,auto
2018-0096,1,2018,8,22,autopista,autopista presidente héctor j. cámpora,8,-58.44483258,-34.67152226,peaton,auto
2018-0097,1,2018,9,10,avenida,varela av.,8,-58.43254025,-34.66128115,auto,emergencias
2018-0098,2,2018,9,5,gral paz,"paz, gral. av.",8,-58.47199387,-34.69640164,auto,auto
2018-0099,1,2018,9,14,avenida,rivadavia av.,7,-58.46411215,-34.62925068,peaton,autobus
2018-0100,1,2018,9,10,avenida,"rawson de dellepiane, elvira av.",1,-58.36217754,-34.62367156,moto,auto
2018-0101,1,2018,9,0,gral paz,"paz, gral. av.",12,-58.48098594,-34.54073130,auto,multiple
2018-0102,1,2018,9,0,calle,famatina,4,-58.41083404,-34.64640709,moto,auto
2018-0103,1,2018,9,17,avenida,castañares av.,7,-58.44609828,-34.64446729,peaton,moto
2018-0104,1,2018,10,8,autopista,autopista 1 sur presidente arturo frondizi,4,-58.37709334,-34.64035082,moto,moto
2018-0105,1,2018,10,18,avenida,nazca av.,7,-58.46963952,-34.63070603,peaton,autobus
2018-0106,1,2018,10,22,avenida,"figueroa alcorta, pres. av.",13,-58.43674281,-34.55161027,moto,moto
2018-0107,1,2018,10,14,avenida,rivadavia av.,3,-58.40596860,-34.61011987,peaton,autobus
2018-0108,1,2018,10,14,avenida,de los italianos av.,1,-58.36154069,-34.60463618,moto,auto
2018-0109,1,2018,10,22,avenida,tucuman,1,-58.37062179,-34.60066507,peaton,autobus
2018-0110,1,2018,10,3,avenida,corrientes av.,15,-58.43220014,-34.60207186,peaton,moto
2018-0111,1,2018,10,12,autopista,autopista perito moreno,9,-58.46958442,-34.64949724,moto,de_carga
2018-0112,1,2018,10,9,calle,muñecas,15,-58.44671397,-34.59970903,moto,de_carga
2018-0113,1,2018,10,11,calle,"artigas, jose gervasio, gral.",11,-58.47152163,-34.61474911,moto,de_carga
2018-0114,1,2018,10,2,avenida,solis,1,-58.39032921,-34.61807951,moto,auto
2018-0115,1,2018,10,12,calle,"bosch, ventura",9,-58.52887773,-34.64297861,peaton,autobus
2018-0116,1,2018,11,10,gral paz,"paz, gral. av.",8,-58.49371157,-34.67981324,peaton,de_carga
2018-0117,1,2018,11,8,avenida,"peron, eva av.",9,-58.48266599,-34.66012327,moto,moto
2018-0118,1,2018,11,14,avenida,"peron, juan domingo, tte. general",3,-58.40612253,-34.60774301,peaton,moto
2018-0120,1,2018,11,13,avenida,monroe,12,-58.48250732,-34.57208238,peaton,auto
2018-0121,1,2018,11,16,avenida,rivadavia av.,10,-58.49945705,-34.63743280,peaton,autobus
2018-0122,1,2018,11,1,autopista,autopista dellepiane luis tte. gral.,8,-58.47743966,-34.67233407,auto,auto
2018-0124,1,2018,11,19,autopista,autopista perito moreno,9,-58.52144411,-34.63682499,de_carga,de_carga
2018-0125,1,2018,11,21,avenida,saenz av.,4,-58.41650465,-34.65084045,peaton,autobus
2018-0126,1,2018,11,12,gral paz,"paz, gral. av.",9,-58.52994219,-34.64055918,moto,auto
2018-0127,1,2018,11,9,gral paz,"paz, gral. av.",12,-58.50993046,-34.56919739,moto,moto
2018-0128,2,2018,11,4,gral paz,"paz, gral. av.",9,-58.52844623,-34.64592873,auto,autobus
2018-0129,1,2018,11,4,avenida,"newbery, jorge av.",15,-58.45021367,-34.58695347,moto,autobus
2018-0130,1,2018,12,3,avenida,gaona av.,10,-58.49022072,-34.62770192,moto,autobus
2018-0131,1,2018,12,19,avenida,"madero, eduardo av.",1,-58.36860866,-34.60106568,moto,de_carga
2018-0132,1,2018,12,8,autopista,autopista arturo illia,2,-58.39490504,-34.57241534,peaton,de_carga
2018-0133,1,2018,12,14,avenida,nazca av.,7,-58.46963952,-34.63070603,peaton,de_carga
2018-0134,1,2018,12,21,avenida,la plata av.,7,-58.42349365,-34.64019887,peaton,moto
2018-0135,1,2018,12,14,avenida,belgrano av.,1,-58.37471802,-34.61265002,peaton,autobus
2018-0136,1,2018,12,15,avenida,rivadavia av.,7,-58.46438789,-34.62913916,peaton,autobus
2018-0137,1,2018,12,20,calle,"alsina, adolfo",1,-58.38481975,-34.61100424,moto,autobus
2018-0138,1,2018,12,9,calle,bermudez,10,-58.50751833,-34.62073702,autobus,autobus
2018-0139,1,2018,12,6,calle,santander,7,-58.44682986,-34.63888084,moto,moto
2018-0140,1,2018,12,8,calle,lanteri julieta,1,-58.36004650,-34.61381341,auto,auto
2018-0141,1,2018,12,17,avenida,maza,5,-58.41509546,-34.62085945,peaton,moto
2018-0142,1,2018,12,13,gral paz,"paz, gral. av.",12,-58.50997604,-34.57251072,de_carga,autobus
2018-0143,1,2018,12,5,avenida,olivera av.,10,-58.48606475,-34.64047818,moto,auto
2019-0001,1,2019,1,8,avenida,"castillo, ramon s., pres. av.",2,-58.38526125,-34.57805810,moto,de_carga
2019-0002,1,2019,1,4,avenida,castañares av.,7,-58.45463662,-34.65082149,auto,de_carga
2019-0003,1,2019,1,8,avenida,san martin av.,15,-58.49121672,-34.59718073,moto,auto
2019-0004,1,2019,1,19,avenida,"peron, eva av.",9,-58.47325712,-34.65284605,auto,autobus
2019-0005,1,2019,1,12,avenida,"justo, juan b. av.",10,-58.52108101,-34.63382309,moto,de_carga
2019-0006,1,2019,1,5,avenida,"obligado rafael, av.costanera",14,-58.41652702,-34.55509606,peaton,auto
2019-0007,1,2019,1,19,calle,"mitre, bartolome",5,-58.42891604,-34.61071660,moto,auto
2019-0008,1,2019,1,22,gral paz,"paz, gral. av.",8,-58.47802293,-34.69156793,moto,multiple
2019-0009,1,2019,1,14,avenida,chacabuco,1,-58.37564821,-34.62200207,moto,auto
2019-0010,2,2019,2,7,avenida,del libertador av.,14,-58.42668489,-34.56961468,peaton,auto
2019-0011,1,2019,2,1,gral paz,"paz, gral. av.",9,-58.51839930,-34.66252488,peaton,auto
2019-0012,1,2019,2,3,avenida,castañares av.,8,-58.48432691,-34.67665828,moto,auto
2019-0013,1,2019,2,7,calle,salvigny,7,-58.43383830,-34.64457699,peaton,auto
2019-0014,1,2019,2,17,calle,"lamarca, emilio",11,-58.51664939,-34.58657938,moto,objeto fijo
2019-0015,1,2019,2,6,avenida,san martin av.,11,-58.49613012,-34.59703502,auto,objeto fijo
2019-0016,1,2019,2,2,calle,"carrillo, ramon, dr.",4,-58.38313603,-34.63356284,moto,autobus
2019-0017,1,2019,3,7,calle,mexico,3,-58.39914719,-34.61632317,auto,autobus
2019-0018,1,2019,3,23,autopista,"cantilo, int.",13,-58.44927253,-34.54048625,peaton,auto
2019-0019,1,2019,3,12,avenida,del libertador av.,13,-58.45049163,-34.55374003,moto,auto
2019-0020,1,2019,3,21,avenida,chiclana av.,5,-58.41288952,-34.63572989,moto,auto
2019-0021,1,2019,3,22,avenida,boyaca av.,7,-58.45743597,-34.62561234,moto,auto
2019-0023,1,2019,3,8,gral paz,"paz, gral. av.",9,-58.52922765,-34.63637963,auto,objeto fijo
2019-0024,1,2019,3,7,avenida,antartida argentina av.,1,-58.37208118,-34.58541957,moto,de_carga
2019-0025,1,2019,3,13,calle,"mitre, bartolome",5,-58.41458534,-34.60937557,peaton,auto
2019-0026,1,2019,3,7,avenida,"fernandez de la cruz, f., gral. av.",8,-58.47976785,-34.69153196,peaton,autobus
2019-0027,1,2019,3,11,avenida,santa fe av.,2,-58.39990285,-34.59511714,bicicleta,multiple
2019-0028,1,2019,4,9,avenida,"justo, juan b. av.",11,-58.46051346,-34.60588536,peaton,autobus
2019-0029,1,2019,4,10,avenida,"fernandez de la cruz, f., gral. av.",8,-58.47976785,-34.69153196,moto,objeto fijo
2019-0030,1,2019,4,16,calle,"alvarez, donato, tte. gral.",7,-58.45457546,-34.62447891,moto,de_carga
2019-0031,1,2019,4,19,avenida,cordoba av.,1,-58.36951669,-34.59832047,bicicleta,de_carga
2019-0032,1,2019,4,11,avenida,camarones,11,-58.46415322,-34.60443790,peaton,auto
2019-0034,1,2019,4,9,avenida,"moreno, perito av.",7,-58.45537373,-34.65093074,moto,objeto fijo
2019-0035,1,2019,4,14,calle,suipacha,1,-58.37942637,-34.60053054,peaton,bicicleta
2019-0036,1,2019,4,22,calle,riglos,6,-58.43680440,-34.62147504,moto,auto
2019-0037,1,2019,5,23,avenida,la rioja,3,-58.40778291,-34.61971907,moto,auto
2019-0038,1,2019,5,14,avenida,"udaondo, guillermo av.",13,-58.45212523,-34.54628513,peaton,moto
2019-0039,1,2019,5,3,avenida,san pedrito av.,7,-58.46749188,-34.63551751,moto,auto
2019-0041,1,2019,5,20,avenida,"alberdi, juan bautista av.",9,-58.51140289,-34.65846419,auto,multiple
2019-0042,1,2019,5,15,calle,lima,1,-58.38211431,-34.62465368,peaton,autobus
2019-0043,1,2019,5,9,avenida,cordoba av.,1,-58.36951669,-34.59832047,bicicleta,de_carga
2019-0044,1,2019,5,12,avenida,boedo av.,5,-58.41635217,-34.62036547,peaton,moto
2019-0045,1,2019,6,7,avenida,del libertador av.,14,-58.41316147,-34.57579669,moto,de_carga
2019-0046,1,2019,6,9,gral paz,"paz, gral. av.",13,-58.47617802,-34.53825652,moto,auto
2019-0047,1,2019,6,10,avenida,caseros av.,4,-58.38641783,-34.63330028,peaton,de_carga
